full_name,description,language,topics,default_branch,license,created_at,updated_at,pushed_at,stargazers_count,forks_count,open_issues_count,watchers_count,size_kb,is_fork,is_archived,has_wiki,has_projects,has_discussions,contributors_count,commit_count_last_year,has_readme,readme_size_bytes,has_ci_workflow,open_prs_count,release_count,repo_age_days,days_since_last_push,days_since_last_update,commits_per_month,doc_score,maturity_score,community_score,topics_count,is_likely_template,is_abandoned
qdrant/qdrant,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also available in the cloud https://cloud.qdrant.io/",Rust,"['ai-search', 'ai-search-engine', 'embeddings-similarity', 'hnsw', 'hybrid-search', 'image-search', 'knn-algorithm', 'machine-learning', 'mlops', 'nearest-neighbor-search', 'neural-network', 'neural-search', 'recommender-system', 'search', 'search-engine', 'search-engines', 'similarity-search', 'vector-database', 'vector-search', 'vector-search-engine']",master,Apache-2.0,2020-05-30T21:37:01Z,2026-05-29T17:47:24Z,2026-05-29T17:49:52Z,31656,2302,570,31656,54455,False,False,False,True,True,169,0,True,11505,True,136,113,1676,-514,-514,0.0,2,5,18.1,20,False,False
marimo-team/marimo,"A reactive notebook for Python — run reproducible experiments, query with SQL, execute as a script, deploy as an app, and version with git. Stored as pure Python. All in a modern, AI-native editor.",Python,"['artificial-intelligence', 'dag', 'data-science', 'data-visualization', 'dataflow', 'developer-tools', 'machine-learning', 'notebooks', 'pipeline', 'python', 'reactive', 'sql', 'web-app']",main,Apache-2.0,2023-08-14T18:56:20Z,2026-05-29T17:49:42Z,2026-05-29T17:16:38Z,21230,1107,628,21230,214831,False,False,False,False,True,294,0,True,16764,True,86,360,505,-514,-514,0.0,2,4,16.97,13,False,False
xorbitsai/inference,"Swap GPT for any LLM by changing a single line of code. Xinference lets you run open-source, speech, and multimodal models on cloud, on-prem, or your laptop — all through one unified, production-ready inference API.",Python,"['artificial-intelligence', 'chatglm', 'deployment', 'flan-t5', 'gemma', 'ggml', 'glm4', 'inference', 'llama', 'llama3', 'llamacpp', 'llm', 'machine-learning', 'mistral', 'openai-api', 'pytorch', 'qwen', 'vllm', 'whisper', 'wizardlm']",main,Apache-2.0,2023-06-14T07:05:04Z,2026-05-29T17:12:50Z,2026-05-29T17:12:27Z,9317,827,54,9317,74190,False,False,True,True,False,141,0,True,12678,True,26,137,566,-514,-514,0.0,3,5,15.86,20,False,False
hazratali/awesome-ai-summerschool,"An awesome list of summer schools on Artificial Intelligence, Machine Learning, and Healthcare",Unknown,"['artificial-intelligence', 'courses', 'deep-learning', 'machine-learning', 'summer-school']",main,,2022-01-10T07:14:36Z,2026-05-29T17:10:41Z,2026-05-29T17:10:36Z,634,53,0,634,535,False,False,True,True,False,22,0,True,64519,False,0,0,1086,-514,-514,0.0,3,2,10.44,5,False,False
onnx/onnx,Open standard for machine learning interoperability,Python,"['ai', 'artificial-intelligence', 'deep-learning', 'deep-neural-networks', 'dnn', 'keras', 'machine-learning', 'ml', 'neural-network', 'onnx', 'pytorch', 'scikit-learn', 'tensorflow']",main,Apache-2.0,2017-09-07T04:53:45Z,2026-05-29T17:10:53Z,2026-05-29T17:10:21Z,20905,3934,264,20905,70430,False,False,True,True,True,393,0,True,7871,True,72,37,2672,-514,-514,0.0,3,5,18.23,13,False,False
ultralytics/ultralytics,Ultralytics YOLO 🚀,Python,"['cli', 'computer-vision', 'deep-learning', 'hub', 'image-classification', 'instance-segmentation', 'machine-learning', 'object-detection', 'pose-estimation', 'python', 'pytorch', 'rotated-object-detection', 'segment-anything', 'tracking', 'ultralytics', 'yolo', 'yolo-world', 'yolo11', 'yolo26', 'yolov8']",main,AGPL-3.0,2022-09-11T16:39:45Z,2026-05-29T17:08:15Z,2026-05-29T17:15:46Z,57761,11083,315,57761,56194,False,False,True,True,True,361,0,True,34307,True,223,384,842,-514,-514,0.0,3,5,20.28,20,False,False
microsoft/onnxruntime,"ONNX Runtime: cross-platform, high performance ML inferencing and training accelerator",C++,"['ai-framework', 'deep-learning', 'hardware-acceleration', 'machine-learning', 'neural-networks', 'onnx', 'pytorch', 'scikit-learn', 'tensorflow']",main,MIT,2018-11-10T02:22:53Z,2026-05-29T17:11:28Z,2026-05-29T17:53:51Z,20669,3949,1397,20669,1512806,False,False,True,True,True,921,2636,True,3112,True,560,71,2243,-514,-514,35.26,3,5,18.22,9,False,False
emdgroup/baybe,Bayesian Optimization and Design of Experiments,Python,"['active-learning', 'bayesian-optimization', 'design-of-experiments', 'experimental-design', 'machine-learning', 'optimization']",main,Apache-2.0,2023-11-27T17:02:40Z,2026-05-29T17:06:52Z,2026-05-29T17:26:45Z,468,78,49,468,131173,False,False,False,True,True,30,0,True,21177,True,17,27,400,-514,-514,0.0,2,5,10.52,6,False,False
PaddlePaddle/Paddle,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）,C++,"['deep-learning', 'distributed-training', 'efficiency', 'machine-learning', 'neural-network', 'paddlepaddle', 'python', 'scalability']",develop,Apache-2.0,2016-08-15T06:59:08Z,2026-05-29T16:59:04Z,2026-05-29T16:58:57Z,23924,6001,1569,23924,551680,False,False,True,True,True,1523,4165,True,5547,True,576,69,3060,-514,-514,40.83,3,5,18.78,8,False,False
adamlui/ai-web-extensions,🤖 AI browser extensions & userscripts to augment your web experience,JavaScript,"['ai', 'amazon', 'artificialintelligence', 'brave', 'chat', 'chatbot', 'chatgpt', 'chrome-extensions', 'duckduckgo', 'firefox-addons', 'google', 'gpt-5', 'greasemonkey', 'javascript', 'machine-learning', 'ml', 'nlp', 'openai', 'userscripts', 'web-extensions']",main,,2023-04-01T01:23:31Z,2026-05-29T16:57:55Z,2026-05-29T16:57:50Z,543,56,1,543,500426,False,False,False,False,True,10,2736,True,45804,True,0,0,640,-514,-514,128.25,2,2,10.34,20,False,False
timeseriesAI/tsai,Time series Timeseries Deep Learning Machine Learning Python Pytorch  fastai | State-of-the-art Deep Learning library  for Time Series and Sequences in Pytorch / fastai,Jupyter Notebook,"['classification', 'cnn', 'deep-learning', 'fastai', 'forecasting', 'inceptiontime', 'machine-learning', 'python', 'pytorch', 'regression', 'rnn', 'rocket', 'self-supervised', 'sequential', 'state-of-the-art', 'time-series', 'time-series-analysis', 'time-series-classification', 'timeseries', 'transformer']",main,Apache-2.0,2019-09-30T09:18:31Z,2026-05-29T16:57:50Z,2026-05-29T17:31:24Z,6065,717,30,6065,1560827,False,False,True,True,True,25,0,True,14821,True,7,18,1919,-514,-514,0.0,3,5,15.29,20,False,False
hongbo-miao/hongbomiao.com,A personal research and development (R&D) lab that facilitates the sharing of knowledge.,Python,"['aerospace', 'autonomy', 'cloud-native', 'computational-fluid-dynamics', 'computer-vision', 'distributed-tracing', 'embedded', 'graphql', 'high-performance-computing', 'infrastructure-as-code', 'kubernetes', 'llm', 'machine-learning', 'matlab', 'mlops', 'neural-network', 'robot-operating-system', 'rust', 'service-mesh', 'transformer']",main,MIT,2019-02-27T01:47:30Z,2026-05-29T16:54:20Z,2026-05-29T16:54:17Z,295,50,19,295,360912,False,False,False,False,True,12,17168,True,70596,True,18,496,2134,-514,-514,241.35,2,4,9.62,20,False,False
bodo-ai/Bodo,High Performance Data Processing in Python,Python,"['ai', 'artificial-intelligence', 'big-data', 'data-science', 'distributed', 'machine-learning', 'numpy', 'optimization', 'pandas', 'parallel-computing', 'pydata', 'python', 'scikit-learn', 'sql']",main,Apache-2.0,2024-11-26T10:46:05Z,2026-05-29T16:51:41Z,2026-05-29T17:31:22Z,369,15,28,369,886248,False,False,False,False,False,72,752,True,5284,True,23,39,35,-514,-514,644.57,2,4,8.69,14,False,False
keras-team/keras,Deep Learning for humans,Python,"['data-science', 'deep-learning', 'jax', 'machine-learning', 'neural-networks', 'python', 'pytorch', 'tensorflow']",master,Apache-2.0,2015-03-28T00:35:42Z,2026-05-29T16:51:00Z,2026-05-29T16:50:51Z,64068,19747,174,64068,53690,False,False,True,True,True,1521,994,True,5354,True,31,89,3566,-514,-514,8.36,3,5,20.96,8,False,False
google-research/google-research,Google Research,Jupyter Notebook,"['ai', 'machine-learning', 'research']",master,Apache-2.0,2018-10-04T18:42:48Z,2026-05-29T16:54:26Z,2026-05-29T16:50:47Z,38018,8419,1944,38018,1190492,False,False,False,False,False,875,0,True,1007,False,843,0,2280,-514,-514,0.0,1,2,19.58,3,False,False
screenpipe/screenpipe,"YC (S26) | Give AI the ability to live your experience. Records everything you do, say, hear 24/7, local, private, secure",Rust,"['agents', 'agi', 'ai', 'audio-recording', 'computer-vision', 'llm', 'local-ai', 'local-first', 'machine-learning', 'ml', 'multimodal', 'privacy', 'screen-recording', 'speech-to-text', 'vision', 'ycombinator']",main,NOASSERTION,2024-06-19T13:23:56Z,2026-05-29T16:48:42Z,2026-05-29T16:48:35Z,18980,1770,108,18980,440419,False,False,True,True,True,131,0,True,18707,True,36,360,195,-514,-514,0.0,3,5,17.33,16,False,False
polyaxon/polyaxon,Open Source AI Infra & Engineering Control Plane,Unknown,"['agents', 'artificial-intelligence', 'data-science', 'deep-learning', 'harness', 'hyperparameter-optimization', 'jupyter', 'jupyterlab', 'k8s', 'keras', 'kubernetes', 'machine-learning', 'mlops', 'notebook', 'pipelines', 'pytorch', 'reinforcement-learning', 'sandbox', 'tensorflow', 'workflow']",master,Apache-2.0,2016-12-26T12:48:47Z,2026-05-29T16:37:25Z,2026-05-29T16:37:20Z,3706,325,124,3706,126696,False,False,True,True,True,98,83,True,7931,True,3,0,2927,-514,-514,0.85,3,4,14.0,20,False,False
mlflow/mlflow,"The open source AI engineering platform for agents, LLMs, and ML models. MLflow enables teams of all sizes to debug, evaluate, monitor, and optimize production-quality AI applications while controlling costs and managing access to models and data.",Python,"['agentops', 'agents', 'ai', 'ai-governance', 'apache-spark', 'evaluation', 'langchain', 'llm-evaluation', 'llmops', 'machine-learning', 'ml', 'mlflow', 'mlops', 'model-management', 'observability', 'open-source', 'openai', 'prompt-engineering']",master,Apache-2.0,2018-06-05T16:05:58Z,2026-05-29T17:27:45Z,2026-05-29T16:32:31Z,26187,5793,2071,26187,1470451,False,False,True,True,True,1064,7511,True,32336,True,557,169,2401,-514,-514,93.85,3,5,18.84,18,False,False
nautechsystems/nautilus_trader,Production-grade Rust-native trading engine with deterministic event-driven architecture,Rust,"['algorithmic-trading-engine', 'artificial-intelligence', 'crypto-trading', 'equity-trading', 'forex', 'futures-trading', 'machine-learning', 'options-trading', 'python', 'rust', 'sports-betting', 'trading', 'trading-platform']",develop,LGPL-3.0,2018-06-25T06:26:16Z,2026-05-29T16:51:23Z,2026-05-29T16:29:21Z,23143,2898,81,23143,219632,False,False,True,True,True,154,4244,True,32794,True,12,134,2381,-514,-514,53.47,3,5,18.02,13,False,False
Netflix/metaflow,"Build, Manage and Deploy AI/ML Systems",Python,"['agents', 'ai', 'aws', 'azure', 'cost-optimization', 'datascience', 'distributed-training', 'gcp', 'generative-ai', 'high-performance-computing', 'kubernetes', 'llm', 'llmops', 'machine-learning', 'ml', 'ml-infrastructure', 'ml-platform', 'mlops', 'model-management', 'python']",master,Apache-2.0,2019-09-17T17:48:25Z,2026-05-29T16:36:44Z,2026-05-29T16:29:07Z,10111,1280,472,10111,49070,False,False,False,False,False,136,0,True,5267,True,179,260,1932,-514,-514,0.0,2,4,16.38,20,False,False
thousandbrainsproject/tbp.monty,Monty is a sensorimotor learning framework based on the thousand brains theory of the neocortex.,Python,"['machine-learning', 'sensorimotor-inference', 'sensorimotor-learning', 'thousandbrainsproject']",main,MIT,2024-11-13T15:51:49Z,2026-05-29T16:27:03Z,2026-05-29T16:26:58Z,545,315,60,545,147879,False,False,False,False,False,24,0,True,5219,True,34,42,48,-514,-514,0.0,2,4,12.06,4,False,False
google/yggdrasil-decision-forests,"A library to train, evaluate, interpret, and productionize decision forest models such as Random Forest and Gradient Boosted Decision Trees. ",C++,"['cart', 'cli', 'cpp', 'decision-forest', 'decision-trees', 'distributed-computing', 'go', 'gradient-boosting', 'interpretability', 'javascript', 'machine-learning', 'ml', 'pypi', 'python', 'random-forest', 'tensorflow']",main,Apache-2.0,2021-04-22T08:21:18Z,2026-05-29T16:21:00Z,2026-05-29T16:20:56Z,659,80,55,659,48608,False,False,False,True,True,42,0,True,4634,True,11,41,1349,-514,-514,0.0,2,5,10.89,16,False,False
tracel-ai/burn,"Burn is a next generation tensor library and Deep Learning Framework that doesn't compromise on flexibility, efficiency and portability.",Rust,"['autodiff', 'cross-platform', 'cuda', 'deep-learning', 'kernel-fusion', 'machine-learning', 'metal', 'ndarray', 'neural-network', 'onnx', 'pytorch', 'rocm', 'rust', 'scientific-computing', 'tensor', 'vulkan', 'wasm', 'webgpu']",main,Apache-2.0,2022-07-18T23:11:45Z,2026-05-29T17:16:53Z,2026-05-29T17:57:54Z,15280,923,272,15280,77482,False,False,True,True,True,279,0,True,20721,True,10,38,897,-514,-514,0.0,3,5,16.46,18,False,False
NVIDIA-BioNeMo/bionemo-framework,BioNeMo Framework: For building and adapting AI models in drug discovery at scale,Jupyter Notebook,"['drug-discovery', 'gpu', 'machine-learning', 'pytorch']",main,,2023-10-16T01:31:06Z,2026-05-29T16:31:44Z,2026-05-29T16:17:17Z,755,153,176,755,451098,False,False,False,False,True,48,0,True,15542,True,138,13,442,-514,-514,0.0,2,4,11.66,4,False,False
replicate/cog,Containers for machine learning,Go,"['ai', 'containers', 'cuda', 'docker', 'machine-learning', 'pytorch', 'tensorflow']",main,Apache-2.0,2021-02-26T23:43:09Z,2026-05-29T16:15:53Z,2026-05-29T16:17:06Z,9415,690,354,9415,37453,False,False,False,False,False,87,0,True,24847,True,43,230,1404,-514,-514,0.0,2,4,15.69,7,False,False
zenml-io/zenml,ZenML 🙏: One AI Platform from Pipelines to Agents. https://zenml.io.,Python,"['agentops', 'agents', 'ai', 'automl', 'data-science', 'deep-learning', 'devops-tools', 'genai', 'llm', 'llmops', 'machine-learning', 'metadata-tracking', 'ml', 'mlops', 'pipelines', 'production-ready', 'pytorch', 'tensorflow', 'workflow', 'zenml']",main,Apache-2.0,2020-11-19T09:25:46Z,2026-05-29T16:20:12Z,2026-05-29T16:14:20Z,5424,618,162,5424,863794,False,False,False,True,True,133,0,True,14116,True,37,158,1503,-514,-514,0.0,2,5,15.03,20,False,False
pytorch/executorch,"On-device AI across mobile, embedded and edge for PyTorch",Python,"['deep-learning', 'embedded', 'gpu', 'machine-learning', 'mobile', 'neural-network', 'tensor']",main,NOASSERTION,2022-02-25T17:58:31Z,2026-05-29T16:20:43Z,2026-05-29T17:54:20Z,4667,1011,1378,4667,345131,False,False,True,True,True,534,9445,True,13675,True,519,18,1040,-514,-514,272.45,3,5,15.37,7,False,False
Mafyuh/iac,GitOps-driven Infrastructure as Code for my homelab,YAML,"['actions', 'ansible', 'devops', 'docker', 'docker-compose', 'gitops', 'iac', 'k8s', 'k8s-at-home', 'kubernetes', 'kubesearch', 'opentofu', 'packer', 'terraform']",main,WTFPL,2024-08-02T02:56:22Z,2026-05-29T17:55:09Z,2026-05-29T17:56:08Z,481,22,9,481,3461,False,False,False,True,False,6,0,True,18329,True,5,0,151,-514,-514,0.0,2,4,9.31,14,False,False
artifact-keeper/artifact-keeper,"Open-source universal artifact registry. Drop-in Artifactory/Nexus alternative with 40+ package formats, security scanning, WASM plugins, and edge replication.",Rust,"['artifact-registry', 'artifactory-alternative', 'cargo-registry', 'container-registry', 'devops', 'docker-registry', 'helm-registry', 'maven-repository', 'nexus-alternative', 'npm-registry', 'nuget-server', 'open-source', 'package-manager', 'pypi-server', 'rust', 'security-scanning', 'self-hosted', 'typescript', 'vulnerability-scanner', 'wasm-plugins']",main,MIT,2026-01-15T17:36:42Z,2026-05-29T17:49:07Z,2026-05-29T17:58:18Z,704,61,104,704,19447,False,False,True,True,True,22,0,True,15869,True,28,28,-380,-514,-514,0.0,3,5,10.69,20,False,False
marcusquinn/aidevops,"Vibe-Coding is easy. DevOps is hard. OpenCode & Git token-efficient AI agent automation for your app, business, and personal development. Opinionated tools, services, CLI & API stack for speed, security, and 24/7 results. Open-source first. SOTA everything. Try on your repos for money-making magic.",Shell,"['agents', 'agents-md', 'ai', 'ai-agents', 'ai-assistant', 'ai-assistants', 'ai-assisted-development', 'ai-code-review', 'ai-coding', 'ai-dev-ops', 'ai-devops', 'ai-system-admin', 'claude', 'devops', 'devops-tools', 'git-workflow', 'git-worktrees', 'opencode', 'opencode-plugin']",main,MIT,2025-11-09T05:15:11Z,2026-05-29T17:44:20Z,2026-05-29T17:57:34Z,260,47,9,260,179788,False,False,True,True,False,15,20398,True,154769,True,1,2533,-313,-514,-514,20398.0,3,5,9.44,19,False,False
superplanehq/superplane,The open source control plane for platform engineering.,Go,"['automation', 'control-plane', 'devops', 'event-driven', 'go', 'kubernetes', 'platform-engineering', 'python', 'react', 'release-automation', 'self-hosted', 'workflow-automation']",main,Apache-2.0,2025-05-07T17:48:39Z,2026-05-29T17:38:00Z,2026-05-29T17:37:32Z,2815,312,422,2815,401335,False,False,False,True,False,63,0,True,19916,True,132,52,-127,-514,-514,0.0,2,5,13.69,12,False,False
updatecli/updatecli,A Declarative Update Policy Engine,Go,"['continuous-updates', 'dependency-manager', 'devops', 'gitops', 'good-first-issue', 'hacktoberfest']",main,Apache-2.0,2020-01-25T16:23:48Z,2026-05-29T17:37:31Z,2026-05-29T17:37:26Z,924,130,144,924,10478,False,False,False,True,True,91,0,True,12334,True,38,244,1802,-514,-514,0.0,2,5,11.7,6,False,False
getsentry/sentry,Developer-first error tracking and performance monitoring,Python,"['apm', 'crash-reporting', 'crash-reports', 'csp-report', 'devops', 'django', 'error-logging', 'error-monitoring', 'fair-source', 'hacktoberfest', 'monitor', 'monitoring', 'python', 'sentry', 'tag-production']",master,NOASSERTION,2010-08-30T22:06:41Z,2026-05-29T17:33:59Z,2026-05-29T17:52:07Z,43991,4709,2107,43991,879736,False,False,False,True,True,1050,21273,True,3180,True,299,170,5237,-514,-514,121.86,2,5,19.15,15,False,False
dagger/dagger,"Automation engine to build, test and ship any codebase. Runs locally, in CI, or directly in the cloud",Go,"['agents', 'caching', 'ci-cd', 'containers', 'continuous-deployment', 'continuous-integration', 'dag', 'dagger', 'devops', 'docker', 'graphql', 'workflows']",main,Apache-2.0,2019-11-20T01:31:51Z,2026-05-29T17:33:43Z,2026-05-29T17:33:38Z,15889,878,108,15889,226397,False,False,False,False,True,322,1316,True,3016,True,59,879,1868,-514,-514,21.13,2,4,16.45,12,False,False
